ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC
Fuka,Sega,JPN,32,0:09:40,0:00:59,0:35:21,0:00:26,0:21:38,30,1:08:05,Elite Women,Edmonton,580,59,2121,26,1298,4085
Sara,Vilic,AUT,14,0:09:57,0:01:02,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Edmonton,597,62,0,0,0,#VALUE!
Vanessa,Fernandes,POR,34,0:10:20,0:00:57,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Edmonton,620,57,0,0,0,#VALUE!
Sarah,Alexander,USA,28,0:10:22,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Edmonton,622,64,0,0,0,#VALUE!
Jose Antonio,Bodoque Sanchez,ESP,,,,,,,,,NF Medicals,Edmonton,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Vicky,Annis,GBR,,,,,,,,,NF Medicals,Edmonton,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Victor,Carapelho,USA,,,,,,,,,NF Medicals,Edmonton,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sandeep,Nandhra,CAN,,,,,,,,,NF Medicals,Edmonton,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mario,Mola,ESP,5,0:09:11,0:00:38,0:28:18,0:00:21,0:14:09,1,0:52:35,Elite Men,Gold Coast,551,38,1698,21,849,3155
Richard,Murray,RSA,3,0:09:05,0:00:37,0:28:25,0:00:20,0:14:14,2,0:52:39,Elite Men,Gold Coast,545,37,1705,20,854,3159
Fernando,Alarza,ESP,2,0:09:11,0:00:39,0:28:17,0:00:20,0:14:20,3,0:52:44,Elite Men,Gold Coast,551,39,1697,20,860,3164
Javier,Gomez Noya,ESP,1,0:08:49,0:00:36,0:28:42,0:00:22,0:14:24,4,0:52:51,Elite Men,Gold Coast,529,36,1722,22,864,3171
Jacob,Birtwhistle,AUS,14,0:09:11,0:00:38,0:28:19,0:00:19,0:14:38,5,0:53:03,Elite Men,Gold Coast,551,38,1699,19,878,3183
Luke,Willian,AUS,22,0:09:09,0:00:36,0:28:24,0:00:24,0:14:38,6,0:53:08,Elite Men,Gold Coast,549,36,1704,24,878,3188
Ryan,Sissons,NZL,15,0:09:09,0:00:38,0:28:21,0:00:21,0:14:41,7,0:53:08,Elite Men,Gold Coast,549,38,1701,21,881,3188
Henri,Schoeman,RSA,7,0:08:42,0:00:41,0:28:43,0:00:18,0:14:48,8,0:53:11,Elite Men,Gold Coast,522,41,1723,18,888,3191
Wian,Sullwald,RSA,24,0:08:57,0:00:37,0:28:37,0:00:20,0:14:43,9,0:53:11,Elite Men,Gold Coast,537,37,1717,20,883,3191
Shachar,Sagiv,ISR,30,0:09:16,0:00:38,0:28:15,0:00:21,0:14:46,10,0:53:14,Elite Men,Gold Coast,556,38,1695,21,886,3194
Kevin,McDowell,USA,17,0:09:14,0:00:40,0:28:16,0:00:20,0:14:49,11,0:53:17,Elite Men,Gold Coast,554,40,1696,20,889,3197
Daniel,Hoy,NZL,36,0:09:13,0:00:37,0:28:19,0:00:21,0:14:53,12,0:53:20,Elite Men,Gold Coast,553,37,1699,21,893,3200
Crisanto,Grajales,MEX,11,0:09:07,0:00:37,0:28:22,0:00:19,0:15:03,13,0:53:26,Elite Men,Gold Coast,547,37,1702,19,903,3206
Declan,Wilson,AUS,34,0:09:11,0:00:38,0:28:18,0:00:21,0:15:04,14,0:53:31,Elite Men,Gold Coast,551,38,1698,21,904,3211
Tony,Dodds,NZL,38,0:09:02,0:00:40,0:28:28,0:00:20,0:15:06,15,0:53:33,Elite Men,Gold Coast,542,40,1708,20,906,3213
Ryan,Bailie,AUS,12,0:09:16,0:00:39,0:28:12,0:00:20,0:15:10,16,0:53:35,Elite Men,Gold Coast,556,39,1692,20,910,3215
Ryan,Fisher,AUS,29,0:09:05,0:00:39,0:28:05,0:00:19,0:15:30,17,0:53:37,Elite Men,Gold Coast,545,39,1685,19,930,3217
Matthew,Hauser,AUS,45,0:08:56,0:00:37,0:28:33,0:00:18,0:15:17,18,0:53:39,Elite Men,Gold Coast,536,37,1713,18,917,3219
Vicente,Hernandez,ESP,16,0:09:07,0:00:40,0:28:23,0:00:26,0:15:07,19,0:53:41,Elite Men,Gold Coast,547,40,1703,26,907,3221
Christophe,De Keyser,BEL,43,0:09:08,0:00:39,0:28:21,0:00:19,0:15:19,20,0:53:44,Elite Men,Gold Coast,548,39,1701,19,919,3224
Davide,Uccellari,ITA,37,0:09:06,0:00:42,0:28:23,0:00:21,0:15:20,21,0:53:51,Elite Men,Gold Coast,546,42,1703,21,920,3231
Drew,Box,AUS,19,0:09:08,0:00:37,0:28:25,0:00:19,0:15:23,22,0:53:51,Elite Men,Gold Coast,548,37,1705,19,923,3231
Ben,Kanute,USA,9,0:08:45,0:00:39,0:28:42,0:00:19,0:15:29,23,0:53:52,Elite Men,Gold Coast,525,39,1722,19,929,3232
Matthew,Baker,AUS,28,0:09:03,0:00:37,0:28:28,0:00:21,0:15:31,24,0:53:57,Elite Men,Gold Coast,543,37,1708,21,931,3237
Gregory,Billington,USA,4,0:08:59,0:00:40,0:28:31,0:00:24,0:15:29,25,0:54:02,Elite Men,Gold Coast,539,40,1711,24,929,3242
Tayler,Reid,NZL,35,0:08:52,0:00:36,0:28:42,0:00:21,0:15:38,26,0:54:07,Elite Men,Gold Coast,532,36,1722,21,938,3247
Gábor,Faldum,HUN,18,0:09:09,0:00:37,0:28:22,0:00:17,0:15:48,27,0:54:11,Elite Men,Gold Coast,549,37,1702,17,948,3251
Bob,Haller,LUX,33,0:09:10,0:00:38,0:28:22,0:00:21,0:15:47,28,0:54:15,Elite Men,Gold Coast,550,38,1702,21,947,3255
Trent,Thorpe,NZL,44,0:08:47,0:00:38,0:28:46,0:00:19,0:15:50,29,0:54:18,Elite Men,Gold Coast,527,38,1726,19,950,3258
Yuichi,Hosoda,JPN,32,0:09:11,0:00:40,0:28:19,0:00:20,0:15:56,30,0:54:23,Elite Men,Gold Coast,551,40,1699,20,956,3263
Erwin,Vanderplancke,BEL,40,0:09:10,0:00:38,0:28:17,0:00:19,0:16:08,31,0:54:30,Elite Men,Gold Coast,550,38,1697,19,968,3270
Henrik,Goesch,FIN,41,0:09:17,0:00:39,0:28:16,0:00:23,0:15:59,32,0:54:32,Elite Men,Gold Coast,557,39,1696,23,959,3272
Marcel,Walkington,AUS,8,0:09:04,0:00:41,0:28:24,0:00:27,0:16:11,33,0:54:45,Elite Men,Gold Coast,544,41,1704,27,971,3285
Jumpei,Furuya,JPN,26,0:09:03,0:00:41,0:28:24,0:00:19,0:16:47,34,0:55:12,Elite Men,Gold Coast,543,41,1704,19,1007,3312
Joao,Silva,POR,10,0:09:11,0:00:40,0:30:11,0:00:22,0:15:06,35,0:55:27,Elite Men,Gold Coast,551,40,1811,22,906,3327
Matthew,McElroy,USA,21,0:09:15,0:00:39,0:30:06,0:00:19,0:15:37,36,0:55:54,Elite Men,Gold Coast,555,39,1806,19,937,3354
Shogo,Ishitsuka,JPN,39,0:09:01,0:00:38,0:30:23,0:00:24,0:16:46,37,0:57:10,Elite Men,Gold Coast,541,38,1823,24,1006,3430
Sam,Ward,NZL,27,0:09:12,0:00:40,0:31:24,0:00:22,0:15:50,38,0:57:26,Elite Men,Gold Coast,552,40,1884,22,950,3446
Jung Ki,Kim,KOR,50,0:09:14,0:00:39,0:30:11,0:00:29,0:17:32,39,0:58:03,Elite Men,Gold Coast,554,39,1811,29,1052,3483
Jonas,Schomburg,ITU,23,0:09:09,0:00:40,0:31:26,0:00:19,0:16:33,40,0:58:05,Elite Men,Gold Coast,549,40,1886,19,993,3485
Kwang Hoon,Lee,KOR,49,0:09:05,0:00:38,0:31:30,0:00:20,0:17:44,41,0:59:16,Elite Men,Gold Coast,545,38,1890,20,1064,3556
Gyuhyung,Lee,KOR,48,0:09:14,0:00:38,0:32:27,0:00:22,0:17:01,42,0:59:41,Elite Men,Gold Coast,554,38,1947,22,1021,3581
Santiago,Beltran,ARG,46,0:09:44,0:00:43,0:31:55,0:00:21,0:17:24,43,1:00:05,Elite Men,Gold Coast,584,43,1915,21,1044,3605
Tamás,Tóth,HUN,25,0:09:16,0:00:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Gold Coast,556,39,0,0,0,#VALUE!
Matthew,Sharpe,CAN,20,0:09:06,0:00:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Gold Coast,546,39,0,0,0,#VALUE!
András,Czigány,HUN,47,0:08:54,0:00:36,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Gold Coast,534,36,0,0,0,#VALUE!
Andrea,Salvisberg,SUI,6,0:09:03,0:00:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Gold Coast,543,39,0,0,0,#VALUE!
Flavio,Morandini,ARG,42,0:09:07,0:00:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Gold Coast,547,39,0,0,0,#VALUE!
Andrea,Hewitt,NZL,1,0:09:53,0:00:43,0:30:33,0:00:19,0:16:37,1,0:58:03,Elite Women,Gold Coast,593,43,1833,19,997,3483
Ashleigh,Gentle,AUS,21,0:10:00,0:00:43,0:30:28,0:00:21,0:16:37,2,0:58:07,Elite Women,Gold Coast,600,43,1828,21,997,3487
Juri,Ide,JPN,28,0:10:02,0:00:44,0:30:27,0:00:20,0:16:41,3,0:58:12,Elite Women,Gold Coast,602,44,1827,20,1001,3492
Katie,Zaferes,USA,6,0:09:38,0:00:43,0:30:49,0:00:22,0:16:49,4,0:58:20,Elite Women,Gold Coast,578,43,1849,22,1009,3500
Renee,Tomlin,USA,17,0:10:05,0:00:42,0:30:25,0:00:23,0:16:48,5,0:58:21,Elite Women,Gold Coast,605,42,1825,23,1008,3501
Charlotte,McShane,AUS,11,0:09:50,0:00:41,0:30:40,0:00:19,0:16:54,6,0:58:22,Elite Women,Gold Coast,590,41,1840,19,1014,3502
Kirsten,Kasper,USA,12,0:09:42,0:00:42,0:30:46,0:00:24,0:16:52,7,0:58:24,Elite Women,Gold Coast,582,42,1846,24,1012,3504
Ai,Ueda,JPN,4,0:10:11,0:00:41,0:30:19,0:00:20,0:17:02,8,0:58:31,Elite Women,Gold Coast,611,41,1819,20,1022,3511
Gillian,Sanders,RSA,15,0:10:12,0:00:42,0:30:20,0:00:22,0:17:02,9,0:58:37,Elite Women,Gold Coast,612,42,1820,22,1022,3517
Vendula,Frintova,CZE,10,0:09:49,0:00:42,0:30:41,0:00:19,0:17:09,10,0:58:38,Elite Women,Gold Coast,589,42,1841,19,1029,3518
Emma,Jeffcoat,AUS,23,0:09:33,0:00:43,0:30:54,0:00:22,0:17:10,11,0:58:39,Elite Women,Gold Coast,573,43,1854,22,1030,3519
Summer,Cook,USA,18,0:09:28,0:00:45,0:31:02,0:00:21,0:17:05,12,0:58:40,Elite Women,Gold Coast,568,45,1862,21,1025,3520
Taylor,Spivey,USA,24,0:09:39,0:00:42,0:30:48,0:00:22,0:17:12,13,0:58:41,Elite Women,Gold Coast,579,42,1848,22,1032,3521
Lisa,Perterer,AUT,7,0:10:06,0:00:39,0:30:27,0:00:23,0:17:10,14,0:58:43,Elite Women,Gold Coast,606,39,1827,23,1030,3523
Gillian,Backhouse,AUS,5,0:09:37,0:00:42,0:30:49,0:00:20,0:17:19,15,0:58:45,Elite Women,Gold Coast,577,42,1849,20,1039,3525
Jodie,Stimpson,GBR,2,0:09:53,0:00:40,0:30:38,0:00:23,0:17:14,16,0:58:46,Elite Women,Gold Coast,593,40,1838,23,1034,3526
Claudia,Rivas,MEX,31,0:09:52,0:00:42,0:30:38,0:00:26,0:17:17,17,0:58:53,Elite Women,Gold Coast,592,42,1838,26,1037,3533
Yurie,Matsuda,JPN,27,0:10:05,0:00:41,0:30:28,0:00:21,0:17:21,18,0:58:54,Elite Women,Gold Coast,605,41,1828,21,1041,3534
Rebecca,Spence,NZL,9,0:10:11,0:00:43,0:30:19,0:00:24,0:17:33,19,0:59:08,Elite Women,Gold Coast,611,43,1819,24,1053,3548
Natalie,Van Coevorden,AUS,40,0:09:47,0:00:42,0:30:42,0:00:23,0:17:43,20,0:59:16,Elite Women,Gold Coast,587,42,1842,23,1063,3556
Yuko,Takahashi,JPN,8,0:09:41,0:00:45,0:30:46,0:00:20,0:17:47,21,0:59:17,Elite Women,Gold Coast,581,45,1846,20,1067,3557
Joanna,Brown,CAN,30,0:09:48,0:00:42,0:30:42,0:00:23,0:17:56,22,0:59:29,Elite Women,Gold Coast,588,42,1842,23,1076,3569
Tamsyn,Moana-Veale,AUS,43,0:09:50,0:00:41,0:30:44,0:00:23,0:17:59,23,0:59:35,Elite Women,Gold Coast,590,41,1844,23,1079,3575
Cecilia,Perez,MEX,38,0:09:49,0:00:45,0:30:40,0:00:22,0:18:11,24,0:59:46,Elite Women,Gold Coast,589,45,1840,22,1091,3586
Rachel,Klamer,NED,3,0:09:48,0:00:44,0:30:41,0:00:20,0:18:16,25,0:59:46,Elite Women,Gold Coast,588,44,1841,20,1096,3586
Simone,Ackermann,RSA,32,0:09:51,0:00:42,0:30:40,0:00:23,0:18:30,26,1:00:04,Elite Women,Gold Coast,591,42,1840,23,1110,3604
Jaz,Hedgeland,AUS,29,0:09:40,0:00:40,0:30:53,0:00:21,0:18:38,27,1:00:10,Elite Women,Gold Coast,580,40,1853,21,1118,3610
Sophie,Corbidge,NZL,42,0:10:07,0:00:41,0:30:26,0:00:22,0:19:14,28,1:00:48,Elite Women,Gold Coast,607,41,1826,22,1154,3648
Zsófia,Kovács,HUN,33,0:09:52,0:00:43,0:32:24,0:00:24,0:18:16,29,1:01:38,Elite Women,Gold Coast,592,43,1944,24,1096,3698
Nicole,Van Der Kaay,NZL,34,0:10:01,0:00:40,0:32:09,0:00:22,0:18:33,30,1:01:44,Elite Women,Gold Coast,601,40,1929,22,1113,3704
Yuka,Sato,JPN,25,0:09:54,0:00:49,0:32:12,0:00:22,0:18:35,31,1:01:50,Elite Women,Gold Coast,594,49,1932,22,1115,3710
Claire,Michel,BEL,26,0:10:05,0:00:46,0:33:38,0:00:24,0:17:02,32,1:01:54,Elite Women,Gold Coast,605,46,2018,24,1022,3714
Elise,Salt,NZL,37,0:10:10,0:00:42,0:32:06,0:00:22,0:19:00,33,1:02:19,Elite Women,Gold Coast,610,42,1926,22,1140,3739
Sarah,TRUE,USA,20,0:09:30,0:00:43,0:34:17,0:00:24,0:18:04,34,1:02:57,Elite Women,Gold Coast,570,43,2057,24,1084,3777
Sena,Takahashi,JPN,35,0:09:56,0:00:44,0:33:50,0:00:24,0:18:06,35,1:02:58,Elite Women,Gold Coast,596,44,2030,24,1086,3778
Carolina,Routier,ESP,19,0:09:26,0:00:43,0:34:21,0:00:22,0:18:11,36,1:03:02,Elite Women,Gold Coast,566,43,2061,22,1091,3782
Aoi,Kuramoto,JPN,16,0:09:54,0:00:43,0:33:51,0:00:23,0:18:36,37,1:03:25,Elite Women,Gold Coast,594,43,2031,23,1116,3805
Yun-Jung,Jang,KOR,45,0:10:04,0:00:43,0:33:45,0:00:23,0:19:16,38,1:04:09,Elite Women,Gold Coast,604,43,2025,23,1156,3849
Deborah,Lynch,NZL,36,0:10:13,0:00:41,0:34:17,0:00:21,0:18:56,39,1:04:25,Elite Women,Gold Coast,613,41,2057,21,1136,3865
Long,Hoi,MAC,44,0:10:28,0:00:43,0:34:55,0:00:22,0:19:03,40,1:05:29,Elite Women,Gold Coast,628,43,2095,22,1143,3929
Sukhyeon,Choi,KOR,46,0:10:10,0:00:42,0:35:27,0:00:25,0:19:24,41,1:06:06,Elite Women,Gold Coast,610,42,2127,25,1164,3966
Emma,Jackson,AUS,22,0:09:42,0:00:43,0:30:49,0:00:25,0:00:00,DNF,DNF,Elite Women,Gold Coast,582,43,1849,25,0,#VALUE!
Alice,Betto,ITA,14,0:09:40,0:00:41,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Gold Coast,580,41,0,0,0,#VALUE!
Chelsea,Burns,USA,39,0:09:53,0:00:42,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Gold Coast,593,42,0,0,0,#VALUE!
Rachel,James,PNG,47,0:12:22,0:00:49,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Gold Coast,742,49,0,0,0,#VALUE!
Carlyn,Fischer,RSA,41,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNS,DNS,Elite Women,Gold Coast,0,0,0,0,0,#VALUE!
Gavin,O'Sullivan,USA,,,,,,,,,NF Medicals,Gold Coast,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Richard,Newsham West,GBR,,,,,,,,,NF Medicals,Gold Coast,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Stacey,Compton,AUS,,,,,,,,,NF Medicals,Gold Coast,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mario,Mola,ESP,1,0:19:02,0:01:32,1:00:25,0:00:27,0:30:11,3,1:51:36,Elite Men,Rotterdam,1142,92,3625,27,1811,6696
Javier,Gomez Noya,ESP,2,0:18:49,0:01:34,1:00:38,0:00:15,0:30:27,4,1:51:41,Elite Men,Rotterdam,1129,94,3638,15,1827,6701
Richard,Murray,RSA,3,0:19:08,0:01:34,1:00:19,0:00:25,0:30:43,6,1:52:06,Elite Men,Rotterdam,1148,94,3619,25,1843,6726
Fernando,Alarza,ESP,4,0:18:52,0:01:40,1:00:35,0:00:30,0:31:17,11,1:52:52,Elite Men,Rotterdam,1132,100,3635,30,1877,6772
Kristian,Blummenfelt,NOR,5,0:19:16,0:01:39,1:00:00,0:00:23,0:30:12,2,1:51:28,Elite Men,Rotterdam,1156,99,3600,23,1812,6688
Jonathan,Brownlee,GBR,6,0:18:44,0:01:34,1:00:37,0:00:23,0:30:35,5,1:51:52,Elite Men,Rotterdam,1124,94,3637,23,1835,6712
Ryan,Sissons,NZL,7,0:19:27,0:01:36,1:02:14,0:00:31,0:31:14,23,1:54:59,Elite Men,Rotterdam,1167,96,3734,31,1874,6899
Thomas,Bishop,GBR,8,0:19:00,0:01:39,1:00:19,0:00:28,0:31:10,10,1:52:34,Elite Men,Rotterdam,1140,99,3619,28,1870,6754
Pierre,Le Corre,FRA,9,0:18:47,0:01:41,1:00:35,0:00:24,0:31:06,7,1:52:31,Elite Men,Rotterdam,1127,101,3635,24,1866,6751
Jacob,Birtwhistle,AUS,10,0:19:32,0:01:41,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Rotterdam,1172,101,0,0,0,#VALUE!
Vincent,Luis,FRA,12,0:18:52,0:01:31,1:00:33,0:00:32,0:29:59,1,1:51:26,Elite Men,Rotterdam,1132,91,3633,32,1799,6686
Andreas,Schilling,DEN,14,0:19:05,0:01:41,1:00:10,0:00:24,0:31:16,9,1:52:33,Elite Men,Rotterdam,1145,101,3610,24,1876,6753
Vicente,Hernandez,ESP,15,0:19:10,0:01:35,1:00:17,0:00:27,0:31:39,12,1:53:07,Elite Men,Rotterdam,1150,95,3617,27,1899,6787
Simon,Viain,FRA,16,0:19:25,0:01:37,1:02:15,0:00:40,0:31:33,27,1:55:28,Elite Men,Rotterdam,1165,97,3735,40,1893,6928
Wian,Sullwald,RSA,17,0:18:59,0:01:34,1:02:49,0:00:31,0:36:10,53,2:00:01,Elite Men,Rotterdam,1139,94,3769,31,2170,7201
Henri,Schoeman,RSA,11,0:18:48,0:01:39,1:02:57,0:00:27,0:36:06,52,1:59:56,Elite Men,Rotterdam,1128,99,3777,27,2166,7196
Aaron,Royle,AUS,18,0:18:43,0:01:41,1:00:38,0:00:25,0:32:18,14,1:53:43,Elite Men,Rotterdam,1123,101,3638,25,1938,6823
Crisanto,Grajales,MEX,19,0:19:23,0:01:42,1:02:16,0:00:32,0:31:52,29,1:55:43,Elite Men,Rotterdam,1163,102,3736,32,1912,6943
Richard,Varga,SVK,20,0:18:36,0:01:41,1:00:46,0:00:26,0:32:56,19,1:54:23,Elite Men,Rotterdam,1116,101,3646,26,1976,6863
Igor,Polyanskiy,RUS,21,0:18:45,0:01:46,1:02:43,0:00:27,0:32:26,34,1:56:05,Elite Men,Rotterdam,1125,106,3763,27,1946,6965
Adam,Bowden,GBR,22,0:18:57,0:01:35,1:02:50,0:00:28,0:31:11,24,1:55:00,Elite Men,Rotterdam,1137,95,3770,28,1871,6900
Andrea,Salvisberg,SUI,23,0:18:51,0:01:35,1:00:39,0:00:27,0:38:13,51,1:59:44,Elite Men,Rotterdam,1131,95,3639,27,2293,7184
Rostislav,Pevtsov,AZE,24,0:19:28,0:01:43,1:02:08,0:00:26,0:30:54,21,1:54:37,Elite Men,Rotterdam,1168,103,3728,26,1854,6877
Lukas,Hollaus,AUT,25,0:19:29,0:01:39,1:02:10,0:00:27,0:31:20,25,1:55:02,Elite Men,Rotterdam,1169,99,3730,27,1880,6902
Marc,Austin,GBR,26,0:19:03,0:01:38,1:00:28,0:00:21,0:33:28,22,1:54:56,Elite Men,Rotterdam,1143,98,3628,21,2008,6896
Matthew,McElroy,USA,27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNS,Elite Men,Rotterdam,0,0,0,0,0,#VALUE!
Joao,Pereira,POR,28,0:19:03,0:01:32,1:00:28,0:00:25,0:31:05,8,1:52:32,Elite Men,Rotterdam,1143,92,3628,25,1865,6752
Irving,Perez,MEX,29,0:19:06,0:01:38,1:02:38,0:00:27,0:32:05,32,1:55:53,Elite Men,Rotterdam,1146,98,3758,27,1925,6953
Alois,Knabl,AUT,30,0:18:48,0:01:37,1:00:42,0:00:27,0:33:00,20,1:54:32,Elite Men,Rotterdam,1128,97,3642,27,1980,6872
Ben,Kanute,USA,31,0:18:55,0:01:32,1:00:32,0:00:23,0:35:49,42,1:57:10,Elite Men,Rotterdam,1135,92,3632,23,2149,7030
Dmitry,Polyanskiy,RUS,32,0:18:40,0:01:42,1:03:01,0:00:25,0:31:22,26,1:55:09,Elite Men,Rotterdam,1120,102,3781,25,1882,6909
Jelle,Geens,BEL,33,0:19:21,0:01:35,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Rotterdam,1161,95,0,0,0,#VALUE!
Jumpei,Furuya,JPN,34,0:19:29,0:01:32,1:02:15,0:00:28,0:34:33,45,1:58:15,Elite Men,Rotterdam,1169,92,3735,28,2073,7095
Marco,Van Der Stel,NED,35,0:19:00,0:01:37,1:00:21,0:00:24,0:34:53,35,1:56:13,Elite Men,Rotterdam,1140,97,3621,24,2093,6973
Uxio,Abuin Ares,ESP,36,0:19:08,0:01:36,1:02:33,0:00:29,0:32:04,30,1:55:47,Elite Men,Rotterdam,1148,96,3753,29,1924,6947
Russell,White,IRL,37,0:18:56,0:01:35,1:00:26,0:00:23,0:32:35,15,1:53:53,Elite Men,Rotterdam,1136,95,3626,23,1955,6833
Matthew,Sharpe,CAN,38,0:18:54,0:01:36,1:00:34,0:00:23,0:32:38,16,1:54:03,Elite Men,Rotterdam,1134,96,3634,23,1958,6843
Henrik,Goesch,FIN,39,0:19:21,0:01:45,1:02:12,0:00:24,0:32:08,31,1:55:48,Elite Men,Rotterdam,1161,105,3732,24,1928,6948
Jan,Celustka,CZE,40,0:19:23,0:01:38,1:02:14,0:00:24,0:33:31,41,1:57:08,Elite Men,Rotterdam,1163,98,3734,24,2011,7028
Ryan,Bailie,AUS,41,0:19:03,0:01:42,1:00:16,0:00:27,0:32:55,18,1:54:21,Elite Men,Rotterdam,1143,102,3616,27,1975,6861
Christophe,De Keyser,BEL,42,0:19:29,0:01:36,1:02:23,0:00:25,0:33:13,40,1:57:04,Elite Men,Rotterdam,1169,96,3743,25,1993,7024
Vladimir,Turbayevskiy,RUS,43,0:19:25,0:01:50,0:00:00,0:00:00,0:00:00,DNF,LAP,Elite Men,Rotterdam,1165,110,0,0,0,#VALUE!
Eder,Mejia Muñoz,MEX,44,0:18:53,0:01:47,1:02:40,0:00:26,0:33:49,43,1:57:33,Elite Men,Rotterdam,1133,107,3760,26,2029,7053
Makoto,Odakura,JPN,45,0:19:08,0:01:40,1:02:37,0:00:28,0:35:35,50,1:59:27,Elite Men,Rotterdam,1148,100,3757,28,2135,7167
Miguel,Arraiolos,POR,46,0:19:29,0:01:37,1:02:12,0:00:26,0:32:53,38,1:56:36,Elite Men,Rotterdam,1169,97,3732,26,1973,6996
Sam,Ward,NZL,47,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNS,Elite Men,Rotterdam,0,0,0,0,0,#VALUE!
Eric,Lagerstrom,USA,48,0:18:55,0:01:33,1:00:34,0:00:23,0:32:48,17,1:54:12,Elite Men,Rotterdam,1135,93,3634,23,1968,6852
Yuichi,Hosoda,JPN,49,0:19:28,0:01:46,1:02:13,0:00:26,0:33:07,39,1:56:58,Elite Men,Rotterdam,1168,106,3733,26,1987,7018
Ji Hwan,Kim,KOR,50,0:19:24,0:01:36,1:02:27,0:00:24,0:34:04,44,1:57:53,Elite Men,Rotterdam,1164,96,3747,24,2044,7073
Casper,Stornes,NOR,51,0:19:16,0:01:42,1:02:21,0:00:41,0:31:57,33,1:55:54,Elite Men,Rotterdam,1156,102,3741,41,1917,6954
Bob,Haller,LUX,52,0:19:31,0:01:41,1:02:52,0:00:27,0:00:00,DNF,DNF,Elite Men,Rotterdam,1171,101,3772,27,0,#VALUE!
Peter,Denteneer,BEL,53,0:18:47,0:01:39,1:02:50,0:00:22,0:32:48,37,1:56:24,Elite Men,Rotterdam,1127,99,3770,22,1968,6984
Ivan,Ivanov,UKR,54,0:19:28,0:01:42,1:02:11,0:00:35,0:32:26,36,1:56:19,Elite Men,Rotterdam,1168,102,3731,35,1946,6979
Danilo,Pimentel,BRA,55,0:19:31,0:01:47,1:02:48,0:00:26,0:33:59,46,1:58:28,Elite Men,Rotterdam,1171,107,3768,26,2039,7108
Ryousuke,Maeda,JPN,56,0:19:19,0:01:43,1:02:16,0:00:28,0:35:17,49,1:59:01,Elite Men,Rotterdam,1159,103,3736,28,2117,7141
Andrey,Bryukhankov,RUS,57,0:18:59,0:01:42,1:02:35,0:00:24,0:31:54,28,1:55:32,Elite Men,Rotterdam,1139,102,3755,24,1914,6932
Shiruba,Taniguchi,JPN,58,0:19:26,0:01:46,1:02:16,0:00:27,0:00:00,DNF,DNF,Elite Men,Rotterdam,1166,106,3736,27,0,#VALUE!
Juan Jose,Andrade Figueroa,ECU,59,0:20:30,0:01:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Rotterdam,1230,99,0,0,0,#VALUE!
Marten,Van Riel,BEL,60,0:18:50,0:01:39,1:00:27,0:00:22,0:31:58,13,1:53:15,Elite Men,Rotterdam,1130,99,3627,22,1918,6795
Benjamin,Shaw,IRL,61,0:18:55,0:01:44,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Rotterdam,1135,104,0,0,0,#VALUE!
Filipe,Azevedo,POR,62,0:19:27,0:01:43,1:02:13,0:00:27,0:35:01,48,1:58:49,Elite Men,Rotterdam,1167,103,3733,27,2101,7129
Lawrence,Fanous,JOR,63,0:19:30,0:01:46,1:06:10,0:00:26,0:35:11,55,2:03:01,Elite Men,Rotterdam,1170,106,3970,26,2111,7381
Alberto Eugenio,Casillas Garcia,LTU,64,0:20:32,0:01:43,0:00:00,0:00:00,0:00:00,DNF,LAP,Elite Men,Rotterdam,1232,103,0,0,0,#VALUE!
